variable,spatial_unit,temporal_unit,measurement_date,availability_date,independence_from_funding,coverage_limitation,timing_risk,source_url,agrn,event_name,disaster_start_date,source_id,observed_values_joined,eligible_LGA_coverage_fraction,missingness,pre_decision_coverage_verified,event_applicability
flood_depth,Depth surface / asset site,event peak,event observation timestamp; not recovered,No verified consistent national event-depth source,Would be independent if modelled from hydrology without grant outcomes,DEA surface-water classification does not measure depth; elevation/hydraulic model and validation required,First decision date and observation/publication vintage must be joined; not certified pre-decision,https://knowledge.dea.ga.gov.au/data/product/dea-water-observations-landsat/,965,AGRN 965 - Severe Tropical Cyclone Seroja (11-12 April 2021),2021-04-11,dea_water,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
fire_extent_severity,"NSW mapped fire polygons/pixels, then LGA",fire / seasonal mapped release,event observation timestamp; not recovered,Seasonal reports; event-specific release dates unresolved,Remote sensing independent of assistance,"NSW-only, seasonal aggregates must not be assigned to a single AGRN; other states need matched fire footprints",First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.environment.nsw.gov.au/topics/animals-and-plants/native-vegetation/landcover-science/fire-extent-and-severity-maps,965,AGRN 965 - Severe Tropical Cyclone Seroja (11-12 April 2021),2021-04-11,fesmsource,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,Hazard relevance requires event fire record; NSW FESM is NSW only; other states need their own product
cyclone_wind,Best-track point / station or windfield,storm timestamp,event observation timestamp; not recovered,Best tracks are post-event reanalysis; issuance dates required,Weather observations independent of funding,Track distance is not measured LGA wind damage; retrospective best track may follow approval,First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.bom.gov.au/cyclone/tropical-cyclone-knowledge-centre/databases/,965,AGRN 965 - Severe Tropical Cyclone Seroja (11-12 April 2021),2021-04-11,bom_tracks,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,Cyclone components only; no claim that track alone measures local wind damage
rainfall,Weather station / gridded rainfall,daily / event accumulation,event observation timestamp; not recovered,BOM observation/product publication audit outstanding,Meteorological measurements independent,"Cyclone archive is a lead, not an extracted all-event rainfall dataset; station completeness required",First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.bom.gov.au/cyclone/tropical-cyclone-knowledge-centre/databases/,965,AGRN 965 - Severe Tropical Cyclone Seroja (11-12 April 2021),2021-04-11,bom_tracks,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
infrastructure_exposed,Dated road/building/asset inventory intersected with footprint,pre-event stock × event,event observation timestamp; not recovered,No common dated asset layer recovered,Pre-event inventory potentially independent,Population/building exposure is not damage; road inventories differ across states,First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.abs.gov.au/census/guide-census-data/2021-census-product-release-guide,965,AGRN 965 - Severe Tropical Cyclone Seroja (11-12 April 2021),2021-04-11,abs_census_release,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
affected_area,Footprint area × LGA,event,event observation timestamp; not recovered,Acquisition-specific dates required,Potentially independent sensor estimate,No uniform all-hazard footprint measure; valid observed zero requires complete coverage,First decision date and observation/publication vintage must be joined; not certified pre-decision,https://knowledge.dea.ga.gov.au/data/product/dea-water-observations-landsat/,965,AGRN 965 - Severe Tropical Cyclone Seroja (11-12 April 2021),2021-04-11,dea_water,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
affected_population,Census small area / population grid × footprint,pre-event stock × event,2021-08-10 for Census 2021; choose appropriate prior census,2021 Census first release 2022-06-28; finer products have later releases,Census stock independent; affected estimate depends on valid hazard footprint,Residential population is not people actually displaced; use older vintage before release where needed,First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.abs.gov.au/census/guide-census-data/2021-census-product-release-guide,965,AGRN 965 - Severe Tropical Cyclone Seroja (11-12 April 2021),2021-04-11,abs_census_release,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
houses_damaged_destroyed,Property inspection / council / event totals,time-stamped impact assessment,event observation timestamp; not recovered,Some annual/incident reports; no comparable LGA ledger recovered,Damage assessments potentially independent; grants-approved damage is not,Assessment coverage and revision dates selective; annual event total insufficient for pre-decision LGA vector,First decision date and observation/publication vintage must be joined; not certified pre-decision,https://dfes.wa.gov.au/annualreport2021/wooroloo-bushfire/,965,AGRN 965 - Severe Tropical Cyclone Seroja (11-12 April 2021),2021-04-11,wa950,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
evacuations_displacement,Warning polygon / evacuation centre / locality,incident time,event observation timestamp; not recovered,Some incident updates; national consistent historical vector not recovered,Potentially independent operational records,Evacuation order not count of displaced residents; council/event coverage unquantified,First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.disasterassist.gov.au/Pages/disasters/current-disasters/Tasmania/tasmanian-severe-weather-oct-2022-onwards.aspx,965,AGRN 965 - Severe Tropical Cyclone Seroja (11-12 April 2021),2021-04-11,tas1038,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
essential_infrastructure_damage,Asset/site or NIAM recovery domain,assessment time,event observation timestamp; not recovered,State impact requests may hold this; public event-wide availability not established,Only if independently assessed rather than inferred from paid claims,Need pre-decision asset damage and assessment protocol; later reconstruction spending excluded,First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.nema.gov.au/sites/default/files/2024-08/drfa-2018-guideline-3-category-c-assessment-framework.pdf,965,AGRN 965 - Severe Tropical Cyclone Seroja (11-12 April 2021),2021-04-11,guideline_c,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
business_agricultural_impact,Affected enterprise / sector / region,assessment time,event observation timestamp; not recovered,State Category C request/impact evidence not recovered,Potentially independent if includes all assessed businesses; applications selected,Do not use grant recipients or amounts as need; denominator of directly impacted enterprises required,First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.nema.gov.au/sites/default/files/2024-08/drfa-2018-guideline-3-category-c-assessment-framework.pdf,965,AGRN 965 - Severe Tropical Cyclone Seroja (11-12 April 2021),2021-04-11,guideline_c,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
population,LGA / SA1,Census or annual population estimate,Census reference date or pre-event annual estimate,Release-specific; 2021 first release 2022-06-28,Independent baseline structure,"Stock covariate, not event impact; boundary vintage must match",First decision date and observation/publication vintage must be joined; not certified pre-decision,https://www.abs.gov.au/census/guide-census-data/2021-census-product-release-guide,965,AGRN 965 - Severe Tropical Cyclone Seroja (11-12 April 2021),2021-04-11,abs_census_release,0,,NOT_EXTRACTED_OR_NOT_CERTIFIED,False,"Candidate source; event extraction, coverage and cutoff certification still required"
